otu	sim	del	ins	mis	len	score	hit
401	denovo14531	97.25	3	2	2	255	1189	A127_EF656429;A1.4_HE578977
402	denovo3304	97.25	3	2	2	255	1189	A1_AF333505
403	denovo5196	97.25	3	2	2	255	1189	A1.4_HE578977;A1_AF333505
404	denovo15200	98.8	0	1	2	251	1189.5	C15.23_KC597697
405	denovo1955	97.25	2	2	3	255	1189.5	A1_AF333505
406	denovo16794	96.93	2	3	3	261	1189.5	C3k_AY589737
407	denovo8621	97.63	2	1	3	253	1190.5	A1.4_HE578977
408	denovo13211	97.25	2	2	3	255	1190.5	A1_AF333505
409	denovo5118	98.41	2	1	1	251	1191.5	A1_AF333505
410	denovo13082	98.01	0	2	3	251	1191.5	A6_AF186058
411	denovo140	98.01	0	2	3	251	1191.5	A6_AF186058
412	denovo15041	98.01	0	2	3	251	1191.5	A8_AY258468
413	denovo17187	98.01	0	2	3	251	1191.5	A6_AF186058
414	denovo2648	98.01	0	2	3	251	1191.5	A6_AF186058
415	denovo767	98.01	0	2	3	251	1191.5	A6_AF186058
416	denovo8953	98.01	0	2	3	251	1191.5	A6_AF186058
417	denovo9733	98.02	3	1	1	253	1191.5	A1_AF333505
418	denovo12440	99.26	1	1	0	271	1191.5	D1_AF334660;D1a_JN558078;D103_AF174575;D108_AF174567;D1a.1_JF683338;D118_EF656435;D1.12_HE579041;D123_EU074895
419	denovo1421	92.58	12	2	7	283	1191.5	C15_AY239369;C15.22_KC597695
420	denovo17412	98.41	2	1	1	251	1192	A1_AF333505
421	denovo8028	98.41	2	1	1	251	1192	A1.4_HE578977
422	denovo6957	96.86	3	1	4	255	1192	A1_AF333505
423	denovo14315	97.25	1	2	4	255	1192	A1_AF333505
424	denovo2333	97.25	1	2	4	255	1192	A1_AF333505
425	denovo5414	97.25	1	2	4	255	1192	A1_AF333505
426	denovo13800	97.65	2	3	1	255	1193	A1_AF333505
427	denovo14968	97.65	2	3	1	255	1193	A1.4_HE578977
428	denovo9915	97.65	2	3	1	255	1193	A1_AF333505
429	denovo3195	99.26	0	1	1	271	1193	D1_AF334660;D1a_JN558078;D103_AF174575;D108_AF174567;D1a.1_JF683338;D118_EF656435;D1.12_HE579041;D123_EU074895
430	denovo8293	97.25	4	1	2	255	1193.5	A1_AF333505
431	denovo448	97.53	1	3	3	283	1193.5	C3_AB778606;C1003_DQ480639;C1045_DQ068036
432	denovo6370	97.25	4	1	2	255	1194	A1_AF333505
433	denovo5850	97.67	2	1	3	257	1194	C3k_AY589737
434	denovo1318	96.17	6	1	3	261	1194	D2_AY686649
435	denovo11173	97.25	3	2	2	255	1194.5	A1.4_HE578977
436	denovo10374	97.25	3	1	3	255	1194.5	A1.3_HE578976
437	denovo4836	98.01	1	2	2	251	1195.5	A6_AF186058
438	denovo5017	98.01	1	2	2	251	1195.5	A7_AY239360
439	denovo5897	97.25	3	1	3	255	1195.5	A110_AB190282;A1_AF333505
440	denovo656	97.25	3	1	3	255	1195.5	A1_AF333505
441	denovo8460	97.25	3	1	3	255	1195.5	A1.1/A13_AF333504;A1.4_HE578977
442	denovo15507	98.03	3	2	0	254	1196	A1_AF333505
443	denovo16290	97.25	2	1	4	255	1196.5	A1.4_HE578977
444	denovo16483	97.25	2	1	4	255	1196.5	A1.3_HE578976;A1_AF333505
445	denovo7275	97.25	2	1	4	255	1196.5	A1.3_HE578976;A1_AF333505
446	denovo4949	98.01	0	2	3	251	1197	A8_AY258468
447	denovo988	98.01	0	2	3	251	1197	A6_AF186058
448	denovo11069	98.41	2	1	1	252	1197	A1_AF333505
449	denovo326	98.03	3	1	1	254	1197	A1_AF333505
450	denovo10999	98.8	3	0	0	251	1197.5	C15_AY239369
451	denovo7606	98.41	2	1	1	252	1197.5	A1_AF333505
452	denovo13477	97.67	2	2	2	258	1197.5	D1_AF334660;D1.11_HE579040;D1.6_HQ630881
453	denovo16462	98.03	3	1	1	254	1198	A1.4_HE578977
454	denovo11568	97.65	3	2	1	255	1198	A131_EF656432
455	denovo13706	97.65	3	2	1	255	1198	A1_AF333505
456	denovo14563	97.65	3	2	1	255	1198	A1_AF333505
457	denovo15247	97.65	3	2	1	255	1198	A1_AF333505
458	denovo15331	97.65	3	2	1	255	1198	A1.4_HE578977
459	denovo15332	97.65	3	2	1	255	1198	A1.4_HE578977
460	denovo1602	97.65	3	2	1	255	1198	A1_AF333505
461	denovo1607	97.65	3	2	1	255	1198	A1_AF333505
462	denovo16441	97.65	3	2	1	255	1198	A1_AF333505
463	denovo17058	97.65	3	2	1	255	1198	A1_AF333505
464	denovo3438	97.65	3	2	1	255	1198	A1_AF333505
465	denovo5675	97.65	3	2	1	255	1198	A1_AF333505
466	denovo12751	98.41	1	2	1	251	1199	A6_AF186058
467	denovo2014	98.41	1	2	1	251	1199	A6_AF186058
468	denovo17152	97.65	2	2	2	255	1199	A1_AF333505
469	denovo7567	97.65	2	2	2	255	1199	A1.3_HE578976;A1_AF333505
470	denovo9430	97.65	2	2	2	255	1199	A1_AF333505
471	denovo204	97.25	4	1	2	255	1199.5	A1_AF333505
472	denovo3380	97.25	4	1	2	255	1199.5	A1_AF333505
473	denovo10480	97.65	2	2	2	255	1199.5	A1.4_HE578977
474	denovo10948	97.65	2	2	2	255	1199.5	A1.4_HE578977
475	denovo13412	97.65	2	2	2	255	1199.5	A1.4_HE578977
476	denovo13529	97.65	2	2	2	255	1199.5	A1.4_HE578977
477	denovo14279	97.65	2	2	2	255	1199.5	A1_AF333505
478	denovo15334	97.65	2	2	2	255	1199.5	A1.4_HE578977
479	denovo16289	97.65	2	2	2	255	1199.5	A1.4_HE578977
480	denovo16736	97.65	2	2	2	255	1199.5	A1_AF333505
481	denovo3629	97.65	2	2	2	255	1199.5	A1_AF333505
482	denovo5679	97.65	2	2	2	255	1199.5	A1_AF333505
483	denovo5792	97.65	2	2	2	255	1199.5	A1.4_HE578977
484	denovo5910	97.65	2	2	2	255	1199.5	A1_AF333505
485	denovo6445	97.65	2	2	2	255	1199.5	A1.4_HE578977
486	denovo6456	97.65	2	2	2	255	1199.5	A1_AF333505
487	denovo6815	97.65	2	2	2	255	1199.5	A1.4_HE578977
488	denovo7375	97.65	2	2	2	255	1199.5	A1.4_HE578977
489	denovo8325	97.65	2	2	2	255	1199.5	A1.4_HE578977
490	denovo8779	97.65	2	2	2	255	1199.5	A1.4_HE578977
491	denovo9578	97.65	2	2	2	255	1199.5	A1.4_HE578977
492	denovo9684	97.65	1	2	3	255	1200	A1_AF333505
493	denovo1246	98.41	0	2	2	251	1200.5	A7_AY239360
494	denovo17185	98.41	0	2	2	251	1200.5	A6_AF186058
495	denovo5921	98.41	0	2	2	251	1200.5	A7_AY239360
496	denovo8149	98.81	0	1	2	253	1200.5	C15.23_KC597697
497	denovo3954	97.25	3	1	3	255	1201	A1_AF333505
498	denovo14747	97.65	1	2	3	255	1201	A1_AF333505
499	denovo378	97.65	1	2	3	255	1201	A1_AF333505
500	denovo16754	94.83	10	2	2	271	1201	D1_AF334660;D1a_JN558078;D120_EU074900
501	denovo2000	97.32	4	2	1	261	1201.5	C15.23_KC597697
502	denovo2653	98.03	4	1	0	254	1202	A1.4_HE578977
503	denovo13278	97.65	4	2	0	255	1202	A1_AF333505
504	denovo16572	97.65	4	2	0	255	1202	A1.4_HE578977
505	denovo666	97.65	4	2	0	255	1202	A1.4_HE578977
506	denovo12339	99.63	0	1	0	271	1202	D1_AF334660;D1a_JN558078;D103_AF174575;D108_AF174567;D1a.1_JF683338;D118_EF656435;D1.12_HE579041;D123_EU074895
507	denovo8249	99.6	0	1	0	249	1202.5	C15_AY239369;C15.22_KC597695
508	denovo2239	97.65	4	1	1	255	1202.5	A1.4_HE578977
509	denovo9592	97.65	4	1	1	255	1202.5	A1.4_HE578977
510	denovo14201	98.42	2	1	1	253	1203	A1_AF333505
511	denovo17215	98.42	2	1	1	253	1203	A1.4_HE578977
512	denovo8332	97.65	4	1	1	255	1203	A1_AF333505
513	denovo8982	97.65	4	1	1	255	1203	A1_AF333505
514	denovo14666	97.53	2	3	2	283	1203	C15.1_FJ461508
515	denovo8610	98.43	1	2	1	254	1203.5	A1_AF333505
516	denovo10828	97.65	3	2	1	255	1203.5	A1_AF333505
517	denovo11972	97.65	3	2	1	255	1203.5	A1_AF333505
518	denovo16838	97.65	3	2	1	255	1203.5	A129_EF656431;A110_AB190282;A1_AF333505
519	denovo6337	97.65	3	2	1	255	1203.5	A1.4_HE578977
520	denovo17679	98.04	0	4	1	255	1204	A1.4_HE578977
521	denovo15504	97.65	3	1	2	255	1204	A1.3_HE578976;A1_AF333505
522	denovo5349	97.65	3	1	2	255	1204	A1.3_HE578976;A1_AF333505
523	denovo9542	97.65	3	1	2	255	1204	A1.3_HE578976;A1_AF333505
524	denovo15293	97.33	2	3	2	262	1204	C3k_AY589737
525	denovo2774	98.42	1	1	2	253	1204.5	A1_AF333505
526	denovo16100	97.65	3	1	2	255	1204.5	A1_AF333505
527	denovo6953	97.65	3	1	2	255	1204.5	A1_AF333505
528	denovo8290	97.65	3	1	2	255	1204.5	A1_AF333505
529	denovo9961	97.65	3	1	2	255	1204.5	A1_AF333505
530	denovo13714	97.65	2	2	2	255	1205	A1_AF333505
531	denovo5311	97.65	2	2	2	255	1205	A1.4_HE578977
532	denovo9940	97.65	2	2	2	255	1205	A1.4_HE578977
533	denovo15605	98.04	0	3	2	255	1205	A1.4_HE578977
534	denovo7466	98.04	0	3	2	255	1205	A1.1/A13_AF333504;A1.3_HE578976;A1_AF333505
535	denovo14053	97.65	2	1	3	255	1205	A1_AF333505
536	denovo8328	97.25	0	1	6	255	1205.5	A1.4_HE578977
537	denovo10575	97.65	2	1	3	255	1206	A1_AF333505
538	denovo10577	97.65	2	1	3	255	1206	A1.4_HE578977
539	denovo10838	97.65	2	1	3	255	1206	A1_AF333505
540	denovo11175	97.65	2	1	3	255	1206	A1_AF333505
541	denovo12216	97.65	2	1	3	255	1206	A1_AF333505
542	denovo13625	97.65	2	1	3	255	1206	A1_AF333505
543	denovo13883	97.65	2	1	3	255	1206	A1.4_HE578977
544	denovo15784	97.65	2	1	3	255	1206	A1_AF333505
545	denovo17223	97.65	2	1	3	255	1206	A1_AF333505
546	denovo3531	97.65	2	1	3	255	1206	A1_AF333505
547	denovo3702	97.65	2	1	3	255	1206	A1.4_HE578977
548	denovo4566	97.65	2	1	3	255	1206	A1.4_HE578977
549	denovo5383	97.65	2	1	3	255	1206	A1_AF333505
550	denovo5453	97.65	2	1	3	255	1206	A1_AF333505
551	denovo5568	97.65	2	1	3	255	1206	A1.4_HE578977
552	denovo5795	97.65	2	1	3	255	1206	A1.4_HE578977
553	denovo649	97.65	2	1	3	255	1206	A1_AF333505
554	denovo699	97.65	2	1	3	255	1206	A1_AF333505
555	denovo7439	97.65	2	1	3	255	1206	A1_AF333505
556	denovo7658	97.65	2	1	3	255	1206	A1_AF333505
557	denovo813	97.65	2	1	3	255	1206	A1_AF333505
558	denovo9216	97.65	2	1	3	255	1206	A1_AF333505
559	denovo14096	98.04	0	2	3	255	1206	A1_AF333505
560	denovo2335	97.65	5	1	0	255	1206.5	A1.4_HE578977
561	denovo7581	97.65	1	2	3	255	1206.5	A1.4_HE578977
562	denovo5917	98.41	0	1	3	251	1207	A8_AY258468
563	denovo6492	97.65	5	1	0	255	1207	A1_AF333505
564	denovo6696	98.04	2	3	0	255	1207.5	A1.4_HE578977
565	denovo10578	97.65	1	1	4	255	1207.5	A1_AF333505
566	denovo10728	97.65	1	1	4	255	1207.5	A1.4_HE578977
567	denovo12775	97.65	1	1	4	255	1207.5	A1_AF333505
568	denovo13671	97.65	1	1	4	255	1207.5	A1_AF333505
569	denovo2826	97.65	1	1	4	255	1207.5	A1_AF333505
570	denovo6134	97.65	1	1	4	255	1207.5	A1_AF333505
571	denovo6440	97.65	1	1	4	255	1207.5	A104_AB207203;A1_AF333505
572	denovo654	98.43	2	1	1	254	1208	A1_AF333505
573	denovo17036	97.65	4	1	1	255	1208	A1_AF333505
574	denovo16470	97.65	0	2	4	255	1208	A1.4_HE578977
575	denovo17125	97.65	0	2	4	255	1208	A1_AF333505
576	denovo5000	97.65	4	1	1	255	1208.5	A1_AF333505
577	denovo10583	98.04	2	2	1	255	1208.5	A1.4_HE578977
578	denovo11495	98.04	2	2	1	255	1208.5	A1_AF333505
579	denovo11631	98.04	2	2	1	255	1208.5	A1_AF333505
580	denovo13052	98.04	2	2	1	255	1208.5	A1_AF333505
581	denovo13842	98.04	2	2	1	255	1208.5	A1.4_HE578977
582	denovo14318	98.04	2	2	1	255	1208.5	A1.4_HE578977
583	denovo17157	98.04	2	2	1	255	1208.5	A1.4_HE578977
584	denovo2303	98.04	2	2	1	255	1208.5	A1.4_HE578977
585	denovo2540	98.04	2	2	1	255	1208.5	A1_AF333505
586	denovo2640	98.04	2	2	1	255	1208.5	A1_AF333505
587	denovo3961	98.04	2	2	1	255	1208.5	A1_AF333505
588	denovo4560	98.04	2	2	1	255	1208.5	A1_AF333505
589	denovo5827	98.04	2	2	1	255	1208.5	A1_AF333505
590	denovo6221	98.04	2	2	1	255	1208.5	A1_AF333505
591	denovo6238	98.04	2	2	1	255	1208.5	A1_AF333505
592	denovo7321	98.04	2	2	1	255	1208.5	A1_AF333505
593	denovo6981	97.88	0	4	2	283	1208.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
594	denovo954	95.76	3	6	3	283	1208.5	C3k_AY589737
595	denovo10028	96.47	1	5	4	283	1208.5	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
596	denovo6213	99.6	0	0	1	249	1209	C3k_AY589737
597	denovo4153	98.8	0	2	1	251	1209.5	A6_AF186058
598	denovo2380	97.65	3	1	2	255	1210	A1_AF333505
599	denovo14710	98.04	1	2	2	255	1210	A1_AF333505
600	denovo15108	98.04	1	2	2	255	1210	A1_AF333505
601	denovo17388	98.04	1	2	2	255	1210	A1_AF333505
602	denovo8186	98.04	1	2	2	255	1210	A1_AF333505
603	denovo9852	98.04	1	2	2	255	1210	A1.4_HE578977
604	denovo1622	97.65	6	0	0	255	1211	A1.4_HE578977
605	denovo1830	97.65	2	1	3	255	1211.5	A1.3_HE578976
606	denovo13624	98.04	0	2	3	255	1211.5	A1.4_HE578977
607	denovo12853	95.59	4	2	6	272	1212	C15a_AY258476;C15.4_FJ461511
608	denovo14054	97.88	2	3	1	283	1212	C15.1_FJ461508
609	denovo12429	98.04	3	2	0	255	1212.5	A1_AF333505
610	denovo13184	98.04	3	1	1	255	1212.5	A1.4_HE578977
611	denovo15821	98.04	3	1	1	255	1212.5	A1_AF333505
612	denovo17468	98.04	3	1	1	255	1212.5	A1_AF333505
613	denovo17688	98.04	3	1	1	255	1212.5	A1_AF333505
614	denovo2189	98.04	3	1	1	255	1212.5	A1_AF333505
615	denovo4417	98.04	3	1	1	255	1212.5	A1_AF333505
616	denovo4838	98.04	3	1	1	255	1212.5	A1_AF333505
617	denovo7239	98.04	3	1	1	255	1212.5	A1_AF333505
618	denovo7968	98.04	3	1	1	255	1212.5	A1_AF333505
619	denovo12353	98.43	0	4	0	255	1213	A1.4_HE578977
620	denovo5828	98.43	0	4	0	255	1213	A1.4_HE578977
621	denovo6062	98.43	0	4	0	255	1213	A1.4_HE578977
622	denovo6945	98.43	0	4	0	255	1213	A1.4_HE578977
623	denovo7786	98.43	0	4	0	255	1213	A1.4_HE578977
624	denovo14221	98.04	3	1	1	255	1213	A1_AF333505
625	denovo14512	98.04	3	1	1	255	1213	A1_AF333505
626	denovo17393	98.04	3	1	1	255	1213	A1_AF333505
627	denovo17439	98.04	3	1	1	255	1213	A1_AF333505
628	denovo1914	98.04	3	1	1	255	1213	A1_AF333505
629	denovo2204	98.04	3	1	1	255	1213	A1_AF333505
630	denovo3495	98.04	3	1	1	255	1213	A1_AF333505
631	denovo9136	98.04	3	1	1	255	1213	A1_AF333505
632	denovo429	95.96	5	3	3	272	1213	C3k_AY589737
633	denovo12848	98.8	1	2	0	251	1213.5	A6_AF186058
634	denovo10704	98.04	3	1	1	255	1213.5	A110_AB190282;A1_AF333505
635	denovo16827	98.04	3	1	1	255	1213.5	A1.4_HE578977
636	denovo2526	98.04	3	1	1	255	1213.5	A1_AF333505
637	denovo3891	98.04	3	1	1	255	1213.5	A1.4_HE578977
638	denovo4233	98.04	3	1	1	255	1213.5	A1.4_HE578977
639	denovo5639	98.04	3	1	1	255	1213.5	A1_AF333505
640	denovo6792	98.04	3	1	1	255	1213.5	A1.4_HE578977
641	denovo7159	98.04	3	1	1	255	1213.5	A1.4_HE578977
642	denovo3266	98.43	1	2	1	255	1213.5	A1_AF333505
643	denovo1687	98.8	1	1	1	251	1214	A6_AF186058
644	denovo3000	98.8	1	1	1	251	1214	A6_AF186058
645	denovo3832	98.8	1	1	1	251	1214	A6_AF186058
646	denovo12761	98.04	2	2	1	255	1214	A1.4_HE578977
647	denovo15480	98.07	1	2	2	259	1214	D1_AF334660
648	denovo11166	98.8	1	1	1	251	1214.5	A6_AF186058
649	denovo9257	98.8	1	1	1	251	1214.5	A6_AF186058
650	denovo2778	98.04	2	1	2	255	1215	A1_AF333505
651	denovo47	98.04	2	1	2	255	1215	A1.4_HE578977
652	denovo6125	98.04	2	1	2	255	1215	A1_AF333505
653	denovo9465	98.04	2	1	2	255	1215	A1_AF333505
654	denovo7976	96.11	3	3	5	283	1215	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
655	denovo11505	96.47	1	4	5	283	1215	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
656	denovo10046	98.04	1	2	2	255	1215.5	A1.4_HE578977
657	denovo2783	98.04	1	2	2	255	1215.5	A1_AF333505
658	denovo15921	98.8	0	1	2	251	1216	A139_EU074962
659	denovo3336	98.8	0	1	2	251	1216	A6_AF186058
660	denovo11918	98.04	1	1	3	255	1216.5	A1_AF333505
661	denovo12490	98.04	1	1	3	255	1216.5	A1.4_HE578977
662	denovo17191	98.04	1	1	3	255	1216.5	A1_AF333505
663	denovo2899	98.04	1	1	3	255	1216.5	A1_AF333505
664	denovo3683	98.04	1	1	3	255	1216.5	A1_AF333505
665	denovo4160	98.04	1	1	3	255	1216.5	A131_EF656432;A1_AF333505
666	denovo4869	98.04	1	1	3	255	1216.5	A1.4_HE578977
667	denovo5782	98.04	1	1	3	255	1216.5	A1_AF333505
668	denovo6431	98.04	1	1	3	255	1216.5	A1_AF333505
669	denovo7113	98.04	1	1	3	255	1216.5	A1_AF333505
670	denovo7403	98.04	1	1	3	255	1216.5	A1_AF333505
671	denovo8623	98.04	1	1	3	255	1216.5	A1.4_HE578977
672	denovo8855	98.04	1	1	3	255	1216.5	A1_AF333505
673	denovo9844	98.04	1	1	3	255	1216.5	A1_AF333505
674	denovo3514	94.66	3	5	7	281	1216.5	C3k_AY589737
675	denovo3757	98.04	4	1	0	255	1217	A1_AF333505
676	denovo16472	98.04	0	2	3	255	1217	A1_AF333505
677	denovo16926	98.04	0	2	3	255	1217	A1_AF333505
678	denovo2617	98.04	0	2	3	255	1217	A1.4_HE578977
679	denovo14335	93.64	11	2	5	283	1217	C3_AB778606;C50_AY589755;C1232_EU118163;C1060_DQ480600;C1085_AY624605;C7_AF499797;C1040_AB190269
680	denovo3471	98.04	4	1	0	255	1217.5	A1.4_HE578977
681	denovo7427	98.04	4	1	0	255	1217.5	A1.4_HE578977
682	denovo9312	98.04	4	1	0	255	1217.5	A1.4_HE578977
683	denovo12478	98.04	0	1	4	255	1218	A1.4_HE578977
684	denovo2214	98.04	0	1	4	255	1218	A1.4_HE578977
685	denovo4924	98.04	0	1	4	255	1218	A1_AF333505
686	denovo4569	97.53	2	4	1	283	1218.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
687	denovo15451	98.04	3	1	1	255	1219	A1_AF333505
688	denovo10105	98.43	1	2	1	255	1219	A1_AF333505
689	denovo10497	98.43	1	2	1	255	1219	A1_AF333505
690	denovo11188	98.43	1	2	1	255	1219	A1_AF333505
691	denovo11522	98.43	1	2	1	255	1219	A1_AF333505
692	denovo1206	98.43	1	2	1	255	1219	A1_AF333505
693	denovo1240	98.43	1	2	1	255	1219	A1_AF333505
694	denovo12812	98.43	1	2	1	255	1219	A1_AF333505
695	denovo12857	98.43	1	2	1	255	1219	A1.4_HE578977
696	denovo14751	98.43	1	2	1	255	1219	A1_AF333505
697	denovo1553	98.43	1	2	1	255	1219	A1_AF333505
698	denovo15840	98.43	1	2	1	255	1219	A1_AF333505
699	denovo16540	98.43	1	2	1	255	1219	A1_AF333505
700	denovo16923	98.43	1	2	1	255	1219	A1_AF333505
701	denovo17133	98.43	1	2	1	255	1219	A1.4_HE578977
702	denovo17190	98.43	1	2	1	255	1219	A1_AF333505
703	denovo1991	98.43	1	2	1	255	1219	A1_AF333505
704	denovo2306	98.43	1	2	1	255	1219	A1_AF333505
705	denovo2477	98.43	1	2	1	255	1219	A1_AF333505
706	denovo2623	98.43	1	2	1	255	1219	A1_AF333505
707	denovo2642	98.43	1	2	1	255	1219	A1_AF333505
708	denovo3234	98.43	1	2	1	255	1219	A1_AF333505
709	denovo3739	98.43	1	2	1	255	1219	A1_AF333505
710	denovo4507	98.43	1	2	1	255	1219	A1_AF333505
711	denovo4509	98.43	1	2	1	255	1219	A1_AF333505
712	denovo5327	98.43	1	2	1	255	1219	A1_AF333505
713	denovo5475	98.43	1	2	1	255	1219	A1_AF333505
714	denovo5681	98.43	1	2	1	255	1219	A1.4_HE578977
715	denovo6098	98.43	1	2	1	255	1219	A1_AF333505
716	denovo6114	98.43	1	2	1	255	1219	A1.4_HE578977
717	denovo6225	98.43	1	2	1	255	1219	A1_AF333505
718	denovo6277	98.43	1	2	1	255	1219	A1_AF333505
719	denovo7512	98.43	1	2	1	255	1219	A1_AF333505
720	denovo7664	98.43	1	2	1	255	1219	A1.4_HE578977
721	denovo7845	98.43	1	2	1	255	1219	A1.4_HE578977
722	denovo8002	98.43	1	2	1	255	1219	A1_AF333505
723	denovo8357	98.43	1	2	1	255	1219	A1_AF333505
724	denovo901	98.43	1	2	1	255	1219	A1.4_HE578977
725	denovo9079	98.43	1	2	1	255	1219	A1.4_HE578977
726	denovo9277	98.43	1	2	1	255	1219	A1_AF333505
727	denovo9374	98.43	1	2	1	255	1219	A1_AF333505
728	denovo9654	98.43	1	2	1	255	1219	A1.4_HE578977
729	denovo9855	98.43	1	2	1	255	1219	A1_AF333505
730	denovo9861	98.43	1	2	1	255	1219	A1_AF333505
731	denovo4823	96.81	1	4	4	282	1219	C3b_AF499791
732	denovo14195	97.65	1	0	5	255	1219.5	A1_AF333505
733	denovo12219	96.47	2	3	5	283	1220	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
734	denovo11002	98.04	2	1	2	255	1220.5	A1.4_HE578977
735	denovo11075	98.43	0	2	2	255	1220.5	A1.4_HE578977
736	denovo11739	98.43	0	2	2	255	1220.5	A1.4_HE578977
737	denovo13486	98.43	0	2	2	255	1220.5	A1.4_HE578977
738	denovo13822	98.43	0	2	2	255	1220.5	A1_AF333505
739	denovo13973	98.43	0	2	2	255	1220.5	A1.4_HE578977
740	denovo14855	98.43	0	2	2	255	1220.5	A1_AF333505
741	denovo15611	98.43	0	2	2	255	1220.5	A1.4_HE578977
742	denovo15922	98.43	0	2	2	255	1220.5	A1.4_HE578977
743	denovo15950	98.43	0	2	2	255	1220.5	A1_AF333505
744	denovo16561	98.43	0	2	2	255	1220.5	A1.4_HE578977
745	denovo17018	98.43	0	2	2	255	1220.5	A1.4_HE578977
746	denovo17030	98.43	0	2	2	255	1220.5	A1.4_HE578977
747	denovo2643	98.43	0	2	2	255	1220.5	A1_AF333505
748	denovo2966	98.43	0	2	2	255	1220.5	A1.4_HE578977
749	denovo3703	98.43	0	2	2	255	1220.5	A1.4_HE578977
750	denovo4492	98.43	0	2	2	255	1220.5	A1.4_HE578977
751	denovo4498	98.43	0	2	2	255	1220.5	A1.4_HE578977
752	denovo4884	98.43	0	2	2	255	1220.5	A1.4_HE578977
753	denovo5139	98.43	0	2	2	255	1220.5	A1.4_HE578977
754	denovo5409	98.43	0	2	2	255	1220.5	A1_AF333505
755	denovo5573	98.43	0	2	2	255	1220.5	A1.4_HE578977
756	denovo5783	98.43	0	2	2	255	1220.5	A1.4_HE578977
757	denovo6090	98.43	0	2	2	255	1220.5	A1.4_HE578977
758	denovo771	98.43	0	2	2	255	1220.5	A1_AF333505
759	denovo8174	98.43	0	2	2	255	1220.5	A1_AF333505
760	denovo8330	98.43	0	2	2	255	1220.5	A1.3_HE578976
761	denovo8478	98.43	0	2	2	255	1220.5	A1.4_HE578977
762	denovo9596	97.32	2	2	3	261	1220.5	D2_AY686649
763	denovo17231	98.8	0	1	2	251	1221.5	A6_AF186058
764	denovo17198	98.08	0	1	4	260	1221.5	C3k_AY589737
765	denovo6258	97.71	2	1	3	262	1221.5	C3k_AY589737
766	denovo6443	97.74	3	2	1	265	1221.5	C55_AY589759
767	denovo14837	98.04	1	1	3	255	1222	A1.1/A13_AF333504;A1.3_HE578976;A1_AF333505
768	denovo15848	98.04	1	1	3	255	1222	A129_EF656431;A1_AF333505
769	denovo16424	98.04	1	1	3	255	1222	A1.3_HE578976
770	denovo17164	98.04	1	1	3	255	1222	A1.4_HE578977
771	denovo7688	98.04	5	0	0	255	1222.5	A1_AF333505
772	denovo6735	98.43	2	2	0	255	1222.5	A1_AF333505
773	denovo11797	98.43	2	2	0	255	1223	A1_AF333505
774	denovo6767	98.43	2	2	0	255	1223	A1_AF333505
775	denovo11954	98.43	2	1	1	255	1223.5	A1_AF333505
776	denovo15506	98.43	2	1	1	255	1223.5	A1_AF333505
777	denovo3023	98.43	2	1	1	255	1223.5	A1.4_HE578977
778	denovo6347	98.43	2	1	1	255	1223.5	A1_AF333505
779	denovo15927	97.32	0	2	5	261	1223.5	D2_AY686649
780	denovo671	99.2	0	2	0	251	1224	A6_AF186058
781	denovo8058	99.2	0	2	0	251	1224	A7_AY239360
782	denovo10808	98.43	2	1	1	255	1224	A1_AF333505
783	denovo12697	98.43	2	1	1	255	1224	A1.4_HE578977
784	denovo12979	98.43	2	1	1	255	1224	A1.4_HE578977
785	denovo1362	98.43	2	1	1	255	1224	A1.4_HE578977
786	denovo13669	98.43	2	1	1	255	1224	A1.4_HE578977
787	denovo1417	98.43	2	1	1	255	1224	A1.4_HE578977
788	denovo14510	98.43	2	1	1	255	1224	A1.4_HE578977
789	denovo15377	98.43	2	1	1	255	1224	A1.4_HE578977
790	denovo1650	98.43	2	1	1	255	1224	A1.4_HE578977
791	denovo16511	98.43	2	1	1	255	1224	A1_AF333505
792	denovo17389	98.43	2	1	1	255	1224	A1_AF333505
793	denovo17417	98.43	2	1	1	255	1224	A1_AF333505
794	denovo2833	98.43	2	1	1	255	1224	A1_AF333505
795	denovo3480	98.43	2	1	1	255	1224	A1.4_HE578977
796	denovo377	98.43	2	1	1	255	1224	A1.4_HE578977
797	denovo4689	98.43	2	1	1	255	1224	A1_AF333505
798	denovo485	98.43	2	1	1	255	1224	A1_AF333505
799	denovo4875	98.43	2	1	1	255	1224	A1_AF333505
800	denovo5387	98.43	2	1	1	255	1224	A1_AF333505
801	denovo57	98.43	2	1	1	255	1224	A1_AF333505
802	denovo6750	98.43	2	1	1	255	1224	A1.4_HE578977
803	denovo7516	98.43	2	1	1	255	1224	A1_AF333505
804	denovo8358	98.43	2	1	1	255	1224	A1_AF333505
805	denovo8796	98.43	2	1	1	255	1224	A1_AF333505
